,intent,input,source,destination,output
1921,atis_flight, what flights from pittsburgh to newark after 1020 pm,pittsburgh,newark,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1922,atis_flight, what are the flights from sanfrancisco to denver,sanfrancisco,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1923,atis_flight, show nonstop flights from newyork to miami on a tuesday which cost less than 466 dollars one way,newyork,miami,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1924,atis_flight, what is the most expensive flight from boston to dallas round trip,boston,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1925,atis_flight, i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm,atlanta,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1926,atis_airfare, show me fares less than 400 dollars for flights from dallas to baltimore,dallas,baltimore,
1927,atis_flight, show me flights going from boston to denver arriving on wednesday morning,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1928,atis_flight, are there any flights from newyork to losangeles which stop over in milwaukee,newyork,milwaukee,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1929,atis_flight, find travel arrangements for a one way flight from boston to pittsburgh,boston,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1930,atis_flight, what are flights from boston to stpetersburg,boston,stpetersburg,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1931,atis_flight, list flights from phoenix to detroit on wednesday,phoenix,detroit,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1932,atis_airfare, show me fares for flights from minneapolis to seattle on july first 1993,minneapolis,seattle,
1933,atis_airfare, show me all fares from newyork to miami leaving on a tuesday,newyork,miami,
1934,atis_flight, can i have a list of all the thursday flights from baltimore to atlanta that leave after 1 pm,baltimore,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1935,atis_airfare, can you show me fares for december sixteenth from oakland to dallas one way only,oakland,dallas,
1936,atis_airfare, show me fares from miami to newyork,miami,newyork,
1937,atis_flight, show me one way flights from tampa to stlouis departing before 10 am first class,tampa,stlouis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1938,atis_flight, what flights are there from losangeles to pittsburgh,losangeles,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1939,atis_flight, can you tell me the flights that go from boston to atlanta sometime after 5 pm,boston,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1940,atis_airfare, show me the cheapest one way fares from sandiego to miami,sandiego,miami,
1941,atis_flight, show me flights from sanfrancisco to pittsburgh on a sunday,sanfrancisco,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1942,atis_flight, what flights leave from nashville to milwaukee,nashville,milwaukee,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1943,atis_airfare, show me round trip first class tickets from newyork to miami,newyork,miami,
1944,atis_flight, show me the flight from detroit to westchester county with the highest one way fare,detroit,westchester,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1945,atis_flight, what flights are available wednesday afternoon from atlanta to sanfrancisco,atlanta,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1946,atis_flight, i need a flight from pittsburgh to boston on wednesday the fourteenth,pittsburgh,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1947,atis_flight, what is your last flight leaving sanfrancisco and arriving in denver,sanfrancisco,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1948,atis_airfare, show me the fares for a first class ticket from baltimore to dallas,baltimore,dallas,
1949,atis_flight, what flights are available friday afternoon from atlanta to dallas,atlanta,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1950,atis_airfare, show me the prices of first class tickets on us air round trip from cleveland to miami,cleveland,miami,
1951,atis_flight, which delta flights depart from sanfrancisco heading toward boston after 12 noon,sanfrancisco,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1952,atis_flight, show flights from philadelphia to dallas on saturday,philadelphia,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1953,atis_flight, flights from pittsburgh to baltimore between 10 am and 2 pm,pittsburgh,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1954,atis_flight, what are the flights from boston to washington,boston,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1955,atis_flight, what flights go from boston to washington next tuesday,boston,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1956,atis_flight, show me the cheapest flight from pittsburgh to atlanta on wednesday which leaves before noon and serves breakfast,pittsburgh,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1957,atis_flight, what is the earliest flight from memphis to cincinnati on june thirtieth,memphis,cincinnati,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1958,atis_flight, i'm looking for a flight leaving denver traveling to atlanta and stopping at pittsburgh is this possible,denver,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1959,atis_flight, i need an early flight from dallas to houston,dallas,houston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1960,atis_flight, show me the flights from oakland to washington,oakland,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1961,atis_flight, show me the flights from boston to sanfrancisco on united airlines,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1962,atis_airfare, what is the cheapest fare from boston to sanfrancisco,boston,sanfrancisco,
1963,atis_flight, show me the flights arriving in baltimore from philadelphia at about 4 o'clock,philadelphia,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1964,atis_flight, what flights are there from indianapolis to orlando,indianapolis,orlando,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1965,atis_flight, show me flights from washington dc to sanfrancisco with a stopover in denver,washington,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1966,atis_flight, show me the flights from philadelphia to dallas,philadelphia,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1967,atis_flight, what flights from stpaul to kansas city on friday with a meal,stpaul,kansas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1968,atis_flight, show me the flights from boston to philadelphia,boston,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1969,atis_flight, tell me about flights from stpetersburg arriving in toronto before noon,stpetersburg,toronto,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1970,atis_flight, show all tuesday morning flights from pittsburgh to denver,pittsburgh,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1971,atis_flight, show me all flights from charlotte to philadelphia,charlotte,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1972,atis_flight, show me all flights from boston to denver which arrive before noon on wednesday,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1973,atis_flight, what are connecting flights from chicago into seattle on june fifth,chicago,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1974,atis_flight, i need a flight from newyork to sanfrancisco,newyork,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1975,atis_flight, what is the least expensive flight from baltimore to sanfrancisco,baltimore,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1976,atis_flight, show me all the flights from indianapolis to sandiego on us air,indianapolis,sandiego,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1977,atis_flight, show me all flights from sandiego to losangeles,sandiego,losangeles,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
